lemma,display_word,variant,oxford_pos
peace,peace,,n.
crime,crime,,n.
dry,dry,,adj.|v.
heat,heat,,n.|v.
distance,distance,,n.
guide,guide,,n.|v.
feed,feed,,v.
pain,pain,,n.
expert,expert,,adj.|n.
wave,wave,,n.
excellent,excellent,,adj.
camp,camp,,n.|v.
audience,audience,,n.
lift,lift,,v.
advertise,advertise,advertize,v.
photograph,photograph,photo,v.
crowd,crowd,,n.
corner,corner,,n.
gas,gas,,n.
secretary,secretary,,n.
cook,cook,,n.
cry,cry,,v.
introduction,introduction,,n.
refuse,refuse,,v.
neither,neither,,det.|pron.
solve,solve,,v.
background,background,,n.
tool,tool,,n.
smoke,smoke,,n.|v.
brain,brain,,n.
schedule,schedule,,n.
speaker,speaker,,n.
bottom,bottom,,adj.|n.
hide,hide,,v.
colleague,colleague,,n.
expression,expression,,n.
extremely,extremely,,adv.
owner,owner,,n.
lady,lady,,n.
connect,connect,,v.
arrange,arrange,,v.
unfortunately,unfortunately,,adv.
secret,secret,,adj.|n.
novel,novel,,n.
burn,burn,,v.
suggestion,suggestion,,n.
mostly,mostly,,adv.
earth,earth,,n.
pop,pop,,adj.|n.
employ,employ,,v.
fan,fan,,n.
fresh,fresh,,adj.
engineer,engineer,,n.
somewhere,somewhere,,adv.|pron.
jump,jump,,n.|v.
tradition,tradition,,n.
cash,cash,,n.
award,award,,n.
coach,coach,,n.
experiment,experiment,,n.
strange,strange,,adj.
code,code,,n.
accident,accident,,n.
impossible,impossible,,adj.
active,active,,adj.
blow,blow,,v.
wash,wash,,n.
stone,stone,,n.
soldier,soldier,,n.
comfortable,comfortable,,adj.
usual,usual,,adj.
carefully,carefully,,adv.
pack,pack,,v.
cycle,cycle,,n.|v.
onto,onto,,prep.
vehicle,vehicle,,n.
route,route,,n.
belong,belong,,v.
taste,taste,,n.|v.
fashion,fashion,,n.
danger,danger,,n.
army,army,,n.
hurt,hurt,,adj.|v.
normally,normally,,adv.
gift,gift,,n.
guest,guest,,n.
anybody,anybody,,pron.
noise,noise,,n.
manner,manner,,n.
gun,gun,,n.
square,square,,adj.|n.
destroy,destroy,,v.
temperature,temperature,,n.
gold,gold,,adj.|n.
arrangement,arrangement,,n.
skin,skin,,n.
prison,prison,,n.
wood,wood,,n.
shake,shake,,v.
hall,hall,,n.
lawyer,lawyer,,n.
complain,complain,,v.
error,error,,n.
finger,finger,,n.
bright,bright,,adj.
slowly,slowly,,adv.
hole,hole,,n.
tie,tie,,n.|v.
device,device,,n.
birth,birth,,n.
forest,forest,,n.
factory,factory,,n.
typical,typical,,adj.
bridge,bridge,,n.
definitely,definitely,,adv.
predict,predict,,v.
appearance,appearance,,n.
narrow,narrow,,adj.
succeed,succeed,,v.
wild,wild,,adj.
empty,empty,,adj.
instrument,instrument,,n.
soft,soft,,adj.
lock,lock,,n.|v.
celebrate,celebrate,,v.
shoulder,shoulder,,n.
ourselves,ourselves,,pron.
sheet,sheet,,n.
engine,engine,,n.
explanation,explanation,,n.
musical,musical,,adj.
careful,careful,,adj.
analyze,analyze,,v.
mail,mail,,n.|v.
researcher,researcher,,n.
ordinary,ordinary,,adj.
anywhere,anywhere,,adv.|pron.
personality,personality,,n.
fat,fat,,n.
tip,tip,,n.
disappear,disappear,,v.
shout,shout,,n.|v.
hill,hill,,n.
instruction,instruction,,n.
ideal,ideal,,adj.
compete,compete,,v.
weak,weak,,adj.
passenger,passenger,,n.
thin,thin,,adj.
formal,formal,,adj.
employer,employer,,n.
plate,plate,,n.
steal,steal,,v.
circle,circle,,n.|v.
helpful,helpful,,adj.
attractive,attractive,,adj.
joke,joke,,n.|v.
sky,sky,,n.
column,column,,n.
electronic,electronic,,adj.
criminal,criminal,,n.
ancient,ancient,,adj.
coast,coast,,n.
ill,ill,,adj.
assistant,assistant,,adj.|n.
everywhere,everywhere,,adv.
medicine,medicine,,n.
professor,professor,,n.
gap,gap,,n.
alive,alive,,adj.
shut,shut,,adj.|v.
enormous,enormous,,adj.
sweet,sweet,,adj.|n.
smell,smell,,n.|v.
pilot,pilot,,n.
communicate,communicate,,v.
injury,injury,,n.
knock,knock,,v.
salary,salary,,n.
lake,lake,,n.
habit,habit,,n.
metal,metal,,n.
bone,bone,,n.
plastic,plastic,,adj.|n.
boss,boss,,n.
extreme,extreme,,adj.
pocket,pocket,,n.
lucky,lucky,,adj.
unusual,unusual,,adj.
king,king,,n.
repair,repair,,v.
borrow,borrow,,v.
reporter,reporter,,n.
climate,climate,,n.
chip,chip,,n.
winner,winner,,n.
mathematics,mathematics,,n.
luck,luck,,n.
illness,illness,,n.
journalist,journalist,,n.
advertisement,advertisement,,n.
neck,neck,,n.
wheel,wheel,,n.
drama,drama,,n.
toy,toy,,adj.|n.
storm,storm,,n.|v.
thick,thick,,adj.
prize,prize,,n.
laughter,laughter,,n.
electricity,electricity,,n.
roof,roof,,n.
silver,silver,,adj.|n.
uniform,uniform,,n.
gate,gate,,n.
profile,profile,,n.
nervous,nervous,,adj.
wet,wet,,adj.
cloud,cloud,,n.
anymore,anymore,,adv.
hero,hero,,n.
sail,sail,,v.
disaster,disaster,,n.
sir,sir,,n.
height,height,,n.
badly,badly,,adv.
everyday,everyday,,adj.
essay,essay,,n.
pollution,pollution,,n.
furniture,furniture,,n.
symbol,symbol,,n.
platform,platform,,n.
designer,designer,,n.
grass,grass,,n.
invitation,invitation,,n.
brilliant,brilliant,,adj.
mirror,mirror,,n.
awful,awful,,adj.
creative,creative,,adj.
planet,planet,,n.
knee,knee,,n.
web,web,,n.
god,god,,n.
behave,behave,,v.
loud,loud,,adj.|adv.
quantity,quantity,,n.
crazy,crazy,,adj.
button,button,,n.
desert,desert,,n.
bowl,bowl,,n.
discovery,discovery,,n.
lend,lend,,v.
digital,digital,,adj.
overseas,overseas,,adv.
tower,tower,,n.
exact,exact,,adj.
virus,virus,,n.
musician,musician,,n.
charity,charity,,n.
cigarette,cigarette,,n.
stupid,stupid,,adj.
twin,twin,,adj.|n.
react,react,,v.
lecture,lecture,,n.|v.
permission,permission,,n.
valley,valley,,n.
electric,electric,,adj.
architecture,architecture,,n.
brush,brush,,n.|v.
gallery,gallery,,n.
golf,golf,,n.
classical,classical,,adj.
disagree,disagree,,v.
chat,chat,,n.|v.
clothing,clothing,,n.
possession,possession,,n.
wooden,wooden,,adj.
ski,ski,,adj.|n.|v.
moon,moon,,n.
airline,airline,,n.
greet,greet,,v.
belt,belt,,n.
invent,invent,,v.
tourism,tourism,,n.
stair,stair,,n.
stomach,stomach,,n.
nowhere,nowhere,,adv.
differently,differently,,adv.
stamp,stamp,,n.
knife,knife,,n.
printer,printer,,n.
adventure,adventure,,n.
quietly,quietly,,adv.
fiction,fiction,,n.
carpet,carpet,,n.
transportation,transportation,,n.
comedy,comedy,,n.
athlete,athlete,,n.
mayor,mayor,,n.
listener,listener,,n.
lazy,lazy,,adj.
third,third,,n.
subway,subway,,n.
beef,beef,,n.
candy,candy,,n.
cookie,cookie,cooky,n.
fork,fork,,n.
jam,jam,,n.
math,math,,n.
monkey,monkey,,n.
queen,queen,,n.
soccer,soccer,,n.
sock,sock,,n.
spoon,spoon,,n.
wedding,wedding,,n.
asleep,asleep,,adj.
bean,bean,,n.
billion,billion,,number
blank,blank,,adj.|n.
boil,boil,,v.
clerk,clerk,,n.
dentist,dentist,,n.
diary,diary,,n.
fever,fever,,n.
frog,frog,,n.
grocery,grocery,,n.
lab,lab,,n.
lamp,lamp,,n.
lemon,lemon,,n.
nut,nut,,n.
oven,oven,,n.
palace,palace,,n.
pet,pet,,n.
polite,polite,,adj.
pronounce,pronounce,,v.
recipe,recipe,,n.
rude,rude,,adj.
sauce,sauce,,n.
teenage,teenage,,adj.
thief,thief,,n.
towel,towel,,n.
zero,zero,,number
architect,architect,,n.
biology,biology,,n.
celebrity,celebrity,,n.
chef,chef,,n.
continent,continent,,n.
elevator,elevator,,n.
headache,headache,,n.
incredible,incredible,,adj.
informal,informal,,adj.
insect,insect,,n.
intelligent,intelligent,,adj.
media,media,,n.
physics,physics,,n.
poster,poster,,n.
publish,publish,,v.
reception,reception,,n.
recycle,recycle,,v.
refrigerator,refrigerator,,n.
soap,soap,,n.
stove,stove,,n.
best,best,,adv.|n.
better,better,,adv.
downstairs,downstairs,,adj.
his,his,,pron.
later,later,,adj.
upstairs,upstairs,,adj.
underground,underground,,adj.|adv.
according to,according to,,prep.
advertising,advertising,,n.
ah,ah,,exclam.
all right,all right,,adj.|adv.
ankle,ankle,,n.
app,app,,n.
based,based,,adj.
broken,broken,,adj.
businessman,businessman,,n.
camping,camping,,n.
campus,campus,,n.
cartoon,cartoon,,n.
chemistry,chemistry,,n.
closed,closed,,adj.
closet,closet,,n.
connected,connected,,adj.
correctly,correctly,,adv.
crowded,crowded,,adj.
curly,curly,,adj.
dessert,dessert,,n.
detective,detective,,n.
divorced,divorced,,adj.
download,download,,n.|v.
downtown,downtown,,adj.|adv.|n.
drawing,drawing,,n.
driving,driving,,n.
electrical,electrical,,adj.
ending,ending,,n.
farming,farming,,n.
fishing,fishing,,n.
flu,flu,,n.
flying,flying,,adj.|n.
following,following,,adj.
fortunately,fortunately,,adv.
garbage,garbage,,n.
happily,happily,,adv.
hers,hers,,pron.
hockey,hockey,,n.
included,included,,adj.
including,including,,prep.
instructor,instructor,,n.
invention,invention,,n.
jazz,jazz,,n.
jewelry,jewelry,,n.
kilometer,kilometer,,n.
laptop,laptop,,n.
learning,learning,,n.
lifestyle,lifestyle,,n.
lost,lost,,adj.
loudly,loudly,,adv.
missing,missing,,adj.
motorcycle,motorcycle,,n.
noisy,noisy,,adj.
painter,painter,,n.
parking,parking,,n.
penny,penny,,n.
pleased,pleased,,adj.
railroad,railroad,,n.
recording,recording,,n.
runner,runner,,n.
running,running,,n.
sadly,sadly,,adv.
sailing,sailing,,n.
scared,scared,,adj.
scary,scary,,adj.
singing,singing,,n.
skiing,skiing,,n.
smartphone,smartphone,,n.
smoking,smoking,,n.
sneaker,sneaker,,n.
spider,spider,,n.
surprised,surprised,,adj.
surprising,surprising,,adj.
tablet,tablet,,n.
teaching,teaching,,n.
thinking,thinking,,n.
thought,thought,,n.
training,training,,n.
trash,trash,,n.
traveler,traveler,,n.
understanding,understanding,,n.
unhappy,unhappy,,adj.
united,united,,adj.
used to,used to,,modal v.
washing,washing,,n.
whose,whose,,det.|pron.
working,working,,adj.
worried,worried,,adj.
worse,worse,,adj.
worst,worst,,adj.
wow,wow,,exclam.
yours,yours,,pron.
it,IT,,n.
that,that,,adv.
this,this,,adv.
by,by,,adv.
will,will,,n.
go,go,,n.
like,like,,n.
now,now,,conj.
need,need,,modal v.
place,place,,v.
still,still,,adj.
point,point,,v.
next,next,,n.
live,live,,adj.
live,live,,adv.
while,while,,n.
kind,kind,,adj.
set,set,,n.
set,set,,v.
since,since,,adv.
hand,hand,,v.
state,state,,adj.|v.
move,move,,n.
issue,issue,,n.
market,market,,v.
though,though,,adv.|conj.
result,result,,v.
young,young,,n.
close,close,,adv.
program,program,,v.
lead,lead,,n.
far,far,,adj.
face,face,,v.
head,head,,v.
level,level,,adj.
experience,experience,,v.
once,once,,conj.
whether,whether,,conj.
age,age,,v.
within,within,,prep.
view,view,,v.
local,local,,n.
whole,whole,,n.
sort,sort,,v.
deal,deal,,n.
water,water,,v.
base,base,,n.|v.
center,center,,v.
value,value,,n.
force,force,,n.|v.
share,share,,n.
development,development,,n.
clear,clear,,v.
remain,remain,,v.
win,win,,n.
note,note,,v.
type,type,,v.
political,political,,adj.
policy,policy,,n.
further,further,,adv.
require,require,,v.
rule,rule,,v.
pass,pass,,n.
cover,cover,,n.
staff,staff,,n.
account,account,,n.
cut,cut,,n.
raise,raise,,n.
economic,economic,,adj.
charge,charge,,n.|v.
claim,claim,,n.|v.
act,act,,n.
range,range,,n.
therefore,therefore,,adv.
measure,measure,,n.|v.
security,security,,n.
benefit,benefit,,v.
trade,trade,,n.|v.
risk,risk,,n.|v.
standard,standard,,adj.|n.
vote,vote,,n.|v.
performance,performance,,n.
mention,mention,,n.
total,total,,adj.|n.
limit,limit,,n.|v.
due,due,,adj.
wrong,wrong,,adv.
effort,effort,,n.
upon,upon,,prep.
lie,lie,,n.
current,current,,adj.
contact,contact,,n.|v.
particularly,particularly,,adv.
court,court,,n.
store,store,,v.
simply,simply,,adv.
feature,feature,,v.
drop,drop,,n.
relate,relate,,v.
official,official,,adj.
financial,financial,,adj.
campaign,campaign,,n.|v.
private,private,,adj.
worry,worry,,n.
represent,represent,,v.
key,key,,v.
wonder,wonder,,n.|v.
press,press,,n.|v.
whatever,whatever,,det.|pron.
growth,growth,,n.
influence,influence,,n.|v.
respect,respect,,n.|v.
various,various,,adj.
medium,medium,,adj.
average,average,,v.
management,management,,n.
indeed,indeed,,adv.
economy,economy,,n.
function,function,,n.
addition,addition,,n.
determine,determine,,v.
production,production,,n.
comment,comment,,v.
occur,occur,,v.
direct,direct,,adv.|v.
lack,lack,,n.|v.
board,board,,v.
prove,prove,,v.
stuff,stuff,,n.
analysis,analysis,,n.
election,election,,n.
challenge,challenge,,n.
nation,nation,,n.
despite,despite,,prep.
agreement,agreement,,n.
release,release,,n.|v.
tax,tax,,n.|v.
fear,fear,,v.
aim,aim,,n.|v.
pull,pull,,n.
access,access,,n.|v.
treat,treat,,v.
loss,loss,,n.
pressure,pressure,,n.
treatment,treatment,,n.
supply,supply,,n.|v.
worth,worth,,adj.
indicate,indicate,,v.
relation,relation,,n.
touch,touch,,n.
file,file,,n.
suffer,suffer,,v.
deep,deep,,adv.
except,except,,conj.
tend,tend,,v.
generally,generally,,adv.
operation,operation,,n.
normal,normal,,n.
push,push,,n.
doubt,doubt,,n.|v.
theory,theory,,n.
reference,reference,,n.
application,application,,n.
obviously,obviously,,adv.
separate,separate,,v.
central,central,,adj.
throughout,throughout,,adv.|prep.
profit,profit,,n.
resource,resource,,n.
balance,balance,,n.|v.
damage,damage,,n.|v.
basis,basis,,n.
basic,basic,,adj.
encourage,encourage,,v.
reflect,reflect,,v.
property,property,,n.
previous,previous,,adj.
define,define,,v.
conclusion,conclusion,,n.
mine,mine,,n.
daily,daily,,adv.
responsibility,responsibility,,n.
original,original,,n.
nor,nor,,adv.|conj.
ahead,ahead,,adv.
candidate,candidate,,n.
legal,legal,,adj.
version,version,,n.
communication,communication,,n.
agent,agent,,n.
judge,judge,,n.|v.
generation,generation,,n.
difficulty,difficulty,,n.
shoot,shoot,,v.
announce,announce,,v.
unless,unless,,conj.
stick,stick,,n.
stick,stick,,v.
request,request,,v.
exchange,exchange,,n.|v.
block,block,,v.
warm,warm,,v.
count,count,,n.
content,content,,n.
mix,mix,,n.|v.
element,element,,n.
effective,effective,,adj.
admit,admit,,v.
aware,aware,,adj.
administration,administration,,n.
complex,complex,,adj.
directly,directly,,adv.
extra,extra,,adv.|n.
sample,sample,,n.
deliver,deliver,,v.
connection,connection,,n.
primary,primary,,adj.
highly,highly,,adv.
absolutely,absolutely,,adv.
flow,flow,,n.|v.
responsible,responsible,,adj.
collection,collection,,n.
hang,hang,,v.
relative,relative,,adj.|n.
tour,tour,,v.
alternative,alternative,,adj.
software,software,,n.
attitude,attitude,,n.
cheap,cheap,,adv.
double,double,,adv.
truth,truth,,n.
examine,examine,,v.
lay,lay,,v.
politics,politics,,n.
slightly,slightly,,adv.
intend,intend,,v.
slow,slow,,v.
apart,apart,,adv.
suit,suit,,v.
federal,federal,,adj.
percentage,percentage,,n.
decade,decade,,n.
warn,warn,,v.
consumer,consumer,,n.
favor,favor,favour,n.
spot,spot,,n.
eventually,eventually,,adv.
importance,importance,,n.
cool,cool,,v.
wave,wave,,v.
surface,surface,,n.
edge,edge,,n.
global,global,,adj.
contrast,contrast,,n.|v.
roll,roll,,n.|v.
reality,reality,,n.
shift,shift,,n.
net,net,,n.
category,category,,n.
spread,spread,,v.
nuclear,nuclear,,adj.
confirm,confirm,,v.
transport,transport,,v.
neither,neither,,adv.
survive,survive,,v.
technique,technique,technic,n.
improvement,improvement,,n.
consequence,consequence,,n.
reaction,reaction,,n.
combine,combine,,v.
waste,waste,,adj.|n.|v.
marriage,marriage,,n.
repeat,repeat,,n.
equal,equal,,adj.|v.
plus,plus,,prep.
commercial,commercial,,adj.|n.
duty,duty,,n.
strength,strength,,n.
cultural,cultural,,adj.
payment,payment,,n.
appreciate,appreciate,,v.
chapter,chapter,,n.
union,union,,n.
trend,trend,,n.
pleasure,pleasure,,n.
gather,gather,,v.
essential,essential,,adj.
promote,promote,,v.
currently,currently,,adv.
path,path,,n.
attract,attract,,v.
powerful,powerful,,adj.
safety,safety,,n.
divide,divide,,v.
length,length,,n.
package,package,,n.
expand,expand,,v.
commit,commit,,v.
obvious,obvious,,adj.
weapon,weapon,,n.
host,host,,n.
district,district,,n.
tire,tire,,n.
spring,spring,,v.
spirit,spirit,,n.
battle,battle,,n.
hardly,hardly,,adv.
award,award,,v.
coach,coach,,v.
experiment,experiment,,v.
possibly,possibly,,adv.
conclude,conclude,,v.
religious,religious,,adj.
convince,convince,,v.
environmental,environmental,,adj.
location,location,,n.
invest,invest,,v.
glad,glad,,adj.
tape,tape,,n.
murder,murder,,n.|v.
hate,hate,,n.
pack,pack,,n.
swim,swim,,n.
totally,totally,,adv.
historical,historical,,adj.
branch,branch,,n.
bomb,bomb,,n.|v.
editor,editor,,n.
sight,sight,,n.
quote,quote,,n.|v.
climb,climb,,n.
mainly,mainly,,adv.
occasion,occasion,,n.
familiar,familiar,,adj.
ignore,ignore,,v.
locate,locate,,v.
belief,belief,,n.
technical,technical,,adj.
remind,remind,,v.
switch,switch,,v.
fairly,fairly,,adv.
participate,participate,,v.
border,border,,n.
shake,shake,,n.
ought,ought,,modal v.
ad,ad,,n.
escape,escape,,n.|v.
studio,studio,,n.
proper,proper,,adj.
afford,afford,,v.
arrest,arrest,,n.|v.
signal,signal,,n.|v.
explore,explore,,v.
necessarily,necessarily,,adv.
frame,frame,,n.|v.
hire,hire,,v.
chain,chain,,n.
literature,literature,,n.
victim,victim,,n.
label,label,,n.|v.
channel,channel,,n.
investigate,investigate,,v.
recommendation,recommendation,,n.
concentrate,concentrate,,v.
plenty,plenty,,pron.
export,export,,n.|v.
strongly,strongly,,adv.
consist,consist,,v.
graduate,graduate,,n.|v.
brand,brand,,n.|v.
principal,principal,,n.
grade,grade,,n.
previously,previously,,adv.
rent,rent,,n.|v.
till,till,,conj.|prep.
theme,theme,,n.
odd,odd,,adj.
definition,definition,,n.
atmosphere,atmosphere,,n.
comparison,comparison,,n.
identity,identity,,n.
seriously,seriously,,adv.
empty,empty,,v.
practical,practical,,adj.
row,row,,n.
youth,youth,,n.
fuel,fuel,,n.
employment,employment,,n.
sexual,sexual,,adj.
breath,breath,,n.
import,import,,n.|v.
journey,journey,,n.
musical,musical,,n.
retire,retire,,v.
tiny,tiny,,adj.
suitable,suitable,,adj.
native,native,,adj.|n.
mental,mental,,adj.
specifically,specifically,,adv.
entry,entry,,n.
chemical,chemical,,adj.|n.
tip,tip,,v.
discount,discount,,n.
intelligence,intelligence,,n.
folk,folk,,adj.|n.
surely,surely,,adv.
guard,guard,,n.|v.
kiss,kiss,,n.|v.
presentation,presentation,,n.
complaint,complaint,,n.
religion,religion,,n.
reject,reject,,v.
ban,ban,,n.|v.
protest,protest,,n.
protest,protest,,v.
frequently,frequently,,adv.
impression,impression,,n.
unable,unable,,adj.
criminal,criminal,,adj.
properly,properly,,adv.
kick,kick,,n.|v.
unlike,unlike,,prep.
attach,attach,,v.
advise,advise,,v.
academic,academic,,adj.
meanwhile,meanwhile,,adv.
scientific,scientific,,adj.
rare,rare,,adj.
intention,intention,,n.
northern,northern,,adj.
equally,equally,,adv.
emotion,emotion,,n.
enemy,enemy,,n.
talent,talent,,n.
exhibition,exhibition,,n.
producer,producer,,n.
immediate,immediate,,adj.
childhood,childhood,,n.
politician,politician,,n.
knock,knock,,n.
seed,seed,,n.
qualify,qualify,,v.
competitive,competitive,,adj.
appointment,appointment,,n.
effectively,effectively,,adv.
bother,bother,,v.
sharp,sharp,,adj.
freeze,freeze,,v.
repair,repair,,n.
perfectly,perfectly,,adv.
proud,proud,,adj.
emergency,emergency,,n.
educational,educational,,adj.
valuable,valuable,,adj.
personally,personally,,adv.
approximately,approximately,,adv.
highlight,highlight,,n.|v.
breathe,breathe,,v.
confuse,confuse,,v.
southern,southern,,adj.
beauty,beauty,,n.
update,update,,n.|v.
sudden,sudden,,adj.
originally,originally,,adv.
plot,plot,,n.
volunteer,volunteer,,n.|v.
calm,calm,,adj.|n.|v.
grateful,grateful,,adj.
unemployment,unemployment,,n.
gentleman,gentleman,,n.
educate,educate,,v.
hunt,hunt,,v.
achievement,achievement,,n.
typically,typically,,adv.
wing,wing,,n.
soil,soil,,n.
layer,layer,,n.
upset,upset,,adj.|v.
entertainment,entertainment,,n.
honest,honest,,adj.
unlikely,unlikely,,adj.
solid,solid,,adj.|n.
port,port,,n.
arrival,arrival,,n.
mood,mood,,n.
episode,episode,,n.
symptom,symptom,,n.
cable,cable,,n.
prisoner,prisoner,,n.
tight,tight,,adj.
secondary,secondary,,adj.
string,string,,n.
persuade,persuade,,v.
assist,assist,,v.
sink,sink,,v.
supporter,supporter,,n.
sail,sail,,n.
heavily,heavily,,adv.
whenever,whenever,,conj.
guilty,guilty,,adj.
pour,pour,,v.
naturally,naturally,,adv.
currency,currency,,n.
rarely,rarely,,adv.
western,western,,adj.
muscle,muscle,,n.
album,album,,n.
frighten,frighten,,v.
poem,poem,,n.
competitor,competitor,,n.
alcohol,alcohol,,n.
confident,confident,,adj.
entrance,entrance,,n.
giant,giant,,adj.|n.
substance,substance,,n.
smooth,smooth,,adj.
similarly,similarly,,adv.
statistic,statistic,,n.
regularly,regularly,,adv.
iron,iron,,n.|v.
bend,bend,,n.|v.
alarm,alarm,,n.
flood,flood,,n.|v.
poverty,poverty,,n.
lip,lip,,n.
apologize,apologize,,v.
translate,translate,,v.
pleasant,pleasant,,adj.
overseas,overseas,,adj.
summary,summary,,n.
rough,rough,,adj.
tube,tube,,n.
admire,admire,,v.
illegal,illegal,,adj.
eastern,eastern,,adj.
custom,custom,,n.
sand,sand,,n.
cap,cap,,n.
mess,mess,,n.
cream,cream,,adj.
bury,bury,,v.
mad,mad,,adj.
impressive,impressive,,adj.
violent,violent,,adj.
slave,slave,,n.
journal,journal,,n.
coal,coal,,n.
successfully,successfully,,adv.
laboratory,laboratory,,n.
passion,passion,,n.
champion,champion,,n.
dust,dust,,n.
announcement,announcement,,n.
chest,chest,,n.
silent,silent,,adj.
celebration,celebration,,n.
weigh,weigh,,v.
friendship,friendship,,n.
profession,profession,,n.
entertain,entertain,,v.
historic,historic,,adj.
injure,injure,,v.
remote,remote,,adj.
throat,throat,,n.
forever,forever,,adv.
reliable,reliable,,adj.
click,click,,n.|v.
poet,poet,,n.
ceremony,ceremony,,n.
mixture,mixture,,n.
automatically,automatically,,adv.
clause,clause,,n.
fancy,fancy,,adj.
poetry,poetry,,n.
shelf,shelf,,n.
tail,tail,,n.
pot,pot,,n.
fold,fold,,v.
pretend,pretend,,v.
shell,shell,,n.
pipe,pipe,,n.
flag,flag,,n.
magic,magic,,adj.|n.
mystery,mystery,,n.
coin,coin,,n.
scan,scan,,v.
trick,trick,,n.|v.
narrative,narrative,,adj.|n.
shine,shine,,v.
romantic,romantic,,adj.
pray,pray,,v.
servant,servant,,n.
immigrant,immigrant,,n.
continuous,continuous,,adj.
consume,consume,,v.
luxury,luxury,,n.
bite,bite,,n.|v.
fence,fence,,n.
attraction,attraction,,n.
hurry,hurry,,n.|v.
revise,revise,,v.
bell,bell,,n.
liquid,liquid,,adj.|n.
happiness,happiness,,n.
silly,silly,,adj.
horrible,horrible,,adj.
portrait,portrait,,n.
innocent,innocent,,adj.
tent,tent,,n.
stranger,stranger,,n.
grain,grain,,n.
summarize,summarize,,v.
leather,leather,,n.
excitement,excitement,,n.
slice,slice,,n.|v.
gentle,gentle,,adj.
qualification,qualification,,n.
pale,pale,,adj.
tongue,tongue,,n.
royal,royal,,adj.
curtain,curtain,,n.
ugly,ugly,,adj.
bake,bake,,v.
bee,bee,,n.
brave,brave,,adj.
clever,clever,,adj.
drum,drum,,n.
prince,prince,,n.
robot,robot,,n.
shy,shy,,adj.
annoy,annoy,,v.
automatic,automatic,,adj.
battery,battery,,n.
bubble,bubble,,n.
captain,captain,,n.
ceiling,ceiling,,n.
client,client,,n.
clue,clue,,n.
cotton,cotton,,n.
countryside,countryside,,n.
cruel,cruel,,adj.
definite,definite,,adj.
departure,departure,,n.
destination,destination,,n.
dirt,dirt,,n.
donate,donate,,v.
exit,exit,,n.
fry,fry,,v.
fur,fur,,n.
garage,garage,,n.
ghost,ghost,,n.
glove,glove,,n.
helicopter,helicopter,,n.
highway,highway,,n.
leaf,leaf,,n.
mud,mud,,n.
nail,nail,,n.
neat,neat,,adj.
pan,pan,,n.
pin,pin,,n.|v.
poison,poison,,n.|v.
powder,powder,,n.
punish,punish,,v.
quit,quit,,v.
rope,rope,,n.
toe,toe,,n.
wool,wool,,n.
ambition,ambition,,n.
assignment,assignment,,n.
convenient,convenient,,adj.
corn,corn,,n.
costume,costume,,n.
disadvantage,disadvantage,,n.
explode,explode,,v.
fasten,fasten,,v.
generous,generous,,adj.
horror,horror,,n.
impact,impact,,n.|v.
ingredient,ingredient,,n.
leisure,leisure,,n.
mild,mild,,adj.
needle,needle,,n.
peaceful,peaceful,,adj.
priest,priest,,n.
receipt,receipt,,n.
sculpture,sculpture,,n.
sensible,sensible,,adj.
statue,statue,,n.
better,better,,n.
following,following,,n.
worse,worse,,adv.
worst,worst,,adv.
reservation,reservation,,n.
advanced,advanced,,adj.
alcoholic,alcoholic,,adj.
amazed,amazed,,adj.
annoyed,annoyed,,adj.
annoying,annoying,,adj.
authority,authority,,n.
backward,backward,,adv.
breathing,breathing,,n.
bride,bride,,n.
careless,careless,,adj.
cheat,cheat,,n.|v.
cheerful,cheerful,,adj.
cloth,cloth,,n.
colored,colored,,adj.
confused,confused,,adj.
container,container,,n.
covered,covered,,adj.
cupboard,cupboard,,n.
determined,determined,,adj.
diagram,diagram,,n.
diamond,diamond,,n.
disappointed,disappointed,,adj.
disappointing,disappointing,,adj.
dislike,dislike,,n.|v.
documentary,documentary,,n.
dressed,dressed,,adj.
drunk,drunk,,adj.
earthquake,earthquake,,n.
educated,educated,,adj.
embarrassed,embarrassed,,adj.
embarrassing,embarrassing,,adj.
engaged,engaged,,adj.
engineering,engineering,,n.
expected,expected,,adj.
experienced,experienced,,adj.
explosion,explosion,,n.
fascinating,fascinating,,adj.
fashionable,fashionable,,adj.
fighting,fighting,,n.
fitness,fitness,,n.
fixed,fixed,,adj.
flour,flour,,n.
frightened,frightened,,adj.
frightening,frightening,,adj.
frozen,frozen,,adj.
headline,headline,,n.
heating,heating,,n.
hurricane,hurricane,,n.
imaginary,imaginary,,adj.
incredibly,incredibly,,adv.
indirect,indirect,,adj.
indoor,indoor,,adj.
indoors,indoors,,adv.
injured,injured,,adj.
involved,involved,,adj.
keyboard,keyboard,,n.
killing,killing,,n.
latest,latest,,adj.
leading,leading,,adj.
living,living,,adj.|n.
located,located,,adj.
lonely,lonely,,adj.
marketing,marketing,,n.
old-fashioned,old-fashioned,,adj.
organized,organized,,adj.
organizer,organizer,,n.
ours,ours,,pron.
outdoor,outdoor,,adj.
outdoors,outdoors,,adv.
painful,painful,,adj.
photographer,photographer,,n.
photography,photography,,n.
planning,planning,,n.
poisonous,poisonous,,adj.
prayer,prayer,,n.
prediction,prediction,,n.
prepared,prepared,,adj.
princess,princess,,n.
printing,printing,,n.
punishment,punishment,,n.
qualified,qualified,,adj.
quotation,quotation,,n.
racing,racing,,n.
related,related,,adj.
